[[EntryType]],[[Speaker]],[[*English*]],[[*Japanese*]],[[*MT*]],[[メモ]],[[管理用メモ]],[[*FileID*]],[[*Key*]],[[No]],[[SpeakerType]],14.89%
Dialogs,hero_mystic_name,"The balance has truly turned in our favor. Now, what item shall I forge with such unimaginable power?",,バランスは本当に私たちに有利になっています。今、私はそのような想像を絶する力でどのような項目を偽造するもの？,,,quests,d_nzLVQZgMqEumpZjGYIBWdw_p_3,3610,,
Dialogs,,"Your champions stand before an iron statue sculpted in the guise of an old human male. The statue holds his palms open revealing two large silver mushroom like objects. As your party approaches, a crackling sound fills the air. Kane grabs his blade, thinking the Tower Avatar returns… but is instead met with small bolts of lightning erupting from the statue’s hands.",,あなたのチャンピオンは、古い人間の男性を装って彫刻鉄の像の前に立ちます。彫像は彼の手のひらは、オブジェクトのような二つの大きな銀のキノコを明らかに開いて保持しています。あなたのパーティーが近づくと、パチパチという音が空気を埋めます。ケインは、タワーアバターリターンを考えて、彼の刃をつかむ...代わり像の手から噴火の雷の小さなボルトで満たされています。,,,quests,d_o_M_eaQ1nEKQx89JTvY--A_p_0,3611,2,
Dialogs,npc_faradas,Well what do you want? Can you not see that I’m busy!?,,さて、あなたは何をしたいですか？あなたは、私が忙しいことを確認することはできません！,,,quests,d_o_M_eaQ1nEKQx89JTvY--A_p_1,3612,1,
Dialogs,hero_shieldguard_name,Busy? Doing what exactly?,忙しい？一体何をやってるんだ？,忙しい？まさにやって？,,,quests,d_o_M_eaQ1nEKQx89JTvY--A_p_2,3613,,1
Dialogs,hero_marksman_name,Wait a second… why does this all sound so familiar?,,ちょっと待って...なぜこれはおなじみのように、すべての音でしょうか？,,,quests,d_o_M_eaQ1nEKQx89JTvY--A_p_3,3614,,
Dialogs,hero_mystic_name,"The low-born is right, haven’t we already met? Are you not..",,低生まれは右である、我々はすでに満たしていませんか？あなたはそうではありません..,,,quests,d_o_M_eaQ1nEKQx89JTvY--A_p_4,3615,,
Dialogs,hero_blademaster_name,"Faradus, the overseer of electrical power in the tower?",,Faradus、塔内電力の監督？,,,quests,d_o_M_eaQ1nEKQx89JTvY--A_p_5,3616,,
Dialogs,npc_faradas,"<style=""grey"">(gasps)</style> How dare you…? I’m not that egotistical, outdated, has-been…",,"<スタイル= ""グレー"">（あえぎ）</スタイル>あなたをあえてどのように...？私は、自分勝手な時代遅れのは、されたことないんだけど...",,,quests,d_o_M_eaQ1nEKQx89JTvY--A_p_6,3617,1,
Dialogs,npc_faradas,"I’m Faradas, refinery overseer, version 6.4",,私はFaradas、製油所の監督、バージョン6.4よ,,,quests,d_o_M_eaQ1nEKQx89JTvY--A_p_7,3618,1,
Dialogs,hero_runelord_name,Did ah miss something? Dinnae we just ask em if he was Faradus?,,ああミス何かしましたか？彼がFaradusだった場合、私たちはただのemを頼むDinnae？,,,quests,d_o_M_eaQ1nEKQx89JTvY--A_p_8,3619,,
Dialogs,npc_faradas,"Faradas – DAS – not - DUS. Two completely different automatons. As for what I am doing… quite simply, trying to keep this entire tower from exploding. Fairly unimportant work - nothing that can’t be interrupted by a bunch of traveling nitwits!",,Faradas  -  DAS  - ない -  DUS。 2つの完全に異なるオートマトン。私がやっている何のためとして...非常に単純に、爆発からこのタワー全体を維持しようとしています。かなり重要でない仕事 -  nitwitsの旅の束によって中断することができない何もありません！,,,quests,d_o_M_eaQ1nEKQx89JTvY--A_p_9,3620,1,
Dialogs,hero_engineer_name,"I knew something was wrong here. The amount of mana here, without the presence of new crystal mana nodes… is impossible.",,私は何かがここで間違っていた知っていました。ここでマナの量は、新たな結晶マナ・ノードの存在なしには不可能です...。,,,quests,d_o_M_eaQ1nEKQx89JTvY--A_p_10,3621,,
Dialogs,npc_faradas,Impossible indeed… Unless some alien interloper nitwits changed the facility process to actually add mana instead of simply refining it.,,nitwits侵入いくつかの外国人がにファシリティプロセスを変更しない限り不可能確かに...実際には、単にそれを精製するのではなく、マナを追加します。,,,quests,d_o_M_eaQ1nEKQx89JTvY--A_p_11,3622,1,
Dialogs,hero_druid_name,The Daeva?,,ディーヴァ？,,,quests,d_o_M_eaQ1nEKQx89JTvY--A_p_12,3623,,
Dialogs,npc_faradas,Who else?,,他に誰？,,,quests,d_o_M_eaQ1nEKQx89JTvY--A_p_13,3624,1,
Dialogs,hero_blademaster_name,"One cannot draw water from a stone, no matter how hard one tries.",,一つは、石からどんなにハード1試行を水を引くことはできません。,,,quests,d_o_M_eaQ1nEKQx89JTvY--A_p_14,3625,,
Dialogs,npc_faradas,"Ohh, good grief. Now I remember why the Magi kept their frostling members to work among themselves.",,おお、良い悲しみ。賢者は自分たちの中で仕事に自分のfrostlingメンバーを保って、なぜ今私は覚えています。,,,quests,d_o_M_eaQ1nEKQx89JTvY--A_p_15,3626,1,
Dialogs,npc_faradas,YES! Of course the system doesn’t create mana from nothing… it pulls it from the central globe. Every so often the concentrated mana globe releases miniscule amounts of energy.,,はい！もちろん、システムは何もないからマナを作成しません...それは、中央世界中からそれを引っ張ります。しょっちゅう濃厚マナ・グローブリリースはエネルギーの量を極小。,,,quests,d_o_M_eaQ1nEKQx89JTvY--A_p_16,3627,1,
Dialogs,npc_faradas,"The new, tampered with system sucks this 99.9% pure energy, splits it, combines it with diluted mana from an unknown outside source, then sets to refining it all over again, as originally designed. A cumulative cycle that ends only when the tower is no more.",,システム改ざん、新しいが、この99.9％の純粋なエネルギーを吸う、それを分割し、未知の外部のソースから希釈マナと結合し、それを、その後、当初の設計通り、すべての繰り返しそれを精製する設定します。両端塔はこれ以上であることだけを累積サイクル。,,,quests,d_o_M_eaQ1nEKQx89JTvY--A_p_27,3628,1,
Dialogs,hero_engineer_name,Incredible. A system this efficient could solve all of Artara’s power problems.,,信じられません。この効率的なシステムはArtaraの電源の問題のすべてを解決することができます。,,,quests,d_o_M_eaQ1nEKQx89JTvY--A_p_17,3629,,
Dialogs,npc_faradas,Are your ears not working? This system was designed for one purpose and one purpose alone. To destroy this tower. I’ve had to appropriate a dozen other systems to avoid disaster. I’m not ashamed to say… I’ve reached my limit. It’s only a matter of time now.,,あなたの耳は働いていませんか？このシステムは、一つの目的と一つの目的のみのために設計されました。この塔を破壊します。私は、災害を避けるために、ダース、他のシステムを適切なければなりませんでした。私が言うことを恥じていないよ...私は私の限界に達しました。それは今、時間の問題です。,,,quests,d_o_M_eaQ1nEKQx89JTvY--A_p_18,3630,1,
Dialogs,hero_shieldguard_name,Then we need to get to the bottom of the tower fast. There is no more time to waste here.,,その後、我々はタワー速いの下に取得する必要があります。ここで無駄にするより多くの時間がありません。,,,quests,d_o_M_eaQ1nEKQx89JTvY--A_p_19,3631,,
Dialogs,hero_shieldguard_name,"Realizing the dire nature of the circumstances, your other champions give no argument to Kane. They simply turn and follow the shieldguard out of the chamber, but before they get far an angry voice grabs their attention one final time.",,状況の悲惨な性質を実現し、あなたの他のチャンピオンはケインに引数を与えません。彼らは、単に電源を入れ、室の外にshieldguardに従いますが、彼らははるかに取得する前に怒った声は、彼らの注意最後に1回つかみます。,,,quests,d_o_M_eaQ1nEKQx89JTvY--A_p_20,3632,2,
Dialogs,npc_faradas,"The bottom of the tower! Impossible. There is only one way to descend any further in this tower and that’s through the mana globe itself. And the only way to breach its barrier at this point, is to completely shut down the power to each sector.",,塔底部！不可能な。そここのタワー内の任意の更なる下降をする唯一の方法であり、それはマナの世界そのものを通じてだ。そして、この時点ではその障壁を突破する唯一の方法は、完全に各セクターの電源をシャットダウンすることです。,,,quests,d_o_M_eaQ1nEKQx89JTvY--A_p_21,3633,1,
Dialogs,hero_mystic_name,"<style=""grey"">(softly to Kane and the others)</style> These statues all seem a little off. Perhaps we would be best exploring this level on our own.",,（そっとケインと他の人に）<スタイル=「グレー」> </スタイル>これらの彫像は、すべての小さなオフに見えます。おそらく、我々は我々自身でこのレベルを探索最善でしょう。,,,quests,d_o_M_eaQ1nEKQx89JTvY--A_p_22,3634,,
Dialogs,npc_faradas,"Go on and try. I’m not as old and deaf as they sculpted me you know. If you feel like shutting down the power, you know where to find me.",,移動してみてください。彼らはあなたが知っている私を彫刻のように私は古いと聴覚障害者としてではありませんよ。あなたが電源をシャットダウンするように感じる場合は、あなたは私を見つけるために場所を知ります。,,,quests,d_o_M_eaQ1nEKQx89JTvY--A_p_23,3635,1,
Dialogs,hero_engineer_name,"Apologies, Faradas for those hasty words. My companions are not familar with the nature of the administrative statues. Can you tell us how to stop this system?",,これらの性急な言葉について謝罪、Faradas。私の仲間は、行政の彫像の自然となじみません。あなたはどのようにこのシステムを停止するために教えてください。,,,quests,d_o_M_eaQ1nEKQx89JTvY--A_p_24,3636,,
Dialogs,npc_faradas,"Cannot figure it on your own? Ahh, what a disappointment. Here is what you need to do.",,自分でそれを把握することはできませんか？ああ、どのような失望。ここにあなたが何をする必要があるかです。,,,quests,d_o_M_eaQ1nEKQx89JTvY--A_p_25,3637,1,
Dialogs,npc_faradas,There are four refinery parts and each one requires a different method to shut its power source down. Tell me which part you’d like to shut down and I’ll explain how.,,そこ4つの製油所の部分であり、それぞれがその電源をシャットダウンするために異なる方法を必要とします。あなたがシャットダウンしたいのですが、私はどのように説明しますどの部分を教えてください。,,,quests,d_o_M_eaQ1nEKQx89JTvY--A_p_26,3638,1,
Dialogs,,"Kane, Boron and Whisper continue on as Maeve, Kaela and Aeric watch Rakhem’s torchlight fade in the distance. Shaking her head in disappointment Maeve turns and joins the others. Kaela sighs and turns to follow Maeve.",,ケイン、ホウ素とウィスパーはメーヴ、カエラとの距離のAeric時計Rakhemのたいまつフェードなどを続けます。失望の彼女の頭振るメーヴが点灯し、他の人に参加します。カエラはため息とターンメーヴに従います。,,,quests,d_O4uHtIgGeky94iD-h2R-6A_p_0,3639,2,
Dialogs,hero_engineer_name,"Good journey, Son of Rogheim. I hope you find the treasure you so desperately seek.",,良い旅、Rogheimの息子。私はあなたが必死に求めて宝物を見つける願っています。,,,quests,d_O4uHtIgGeky94iD-h2R-6A_p_1,3640,,
Dialogs,hero_shieldguard_name,"Sorry, my large friend, the majority has spoken. We pursue these foreign zealots with haste and vow to leave no prisoners.",,申し訳ありませんが、私の大の友人は、大半が語られました。私たちは何の囚人を残さないために急いと誓いを持つこれらの外国狂信者を追及します。,,,quests,d_O7fIL6PYa0qi0CQZm28rYQ_p_0,3641,,
Dialogs,hero_shieldguard_name,"Boron folds his mighty arms across his chest and lowers his head in disappointment. As the others rush from the chamber to pursue the fanatical humans, Boron takes a final gaze across the numerous human bodies covering the floor.",,ホウ素は、彼の胸に彼の強大な腕を折ると失望に頭を下げます。他の人が熱狂的な人間を追求するためにチャンバから急ぐように、ホウ素は、床を覆う多数のヒトの体を横切って最終的な視線をとります。,,,quests,d_O7fIL6PYa0qi0CQZm28rYQ_p_1,3642,2,
Dialogs,hero_shieldguard_name,"He shakes his head, then raises his palm, fingers spread. Passing his hand by them all, the frostling slowly lowers his hand into a fist against his chest and closes his eyes. After a short pause, his eyes lurch open and the giant bounds after his companions.",,その後、彼の手のひら、指の広がりを上げ、首を振ります。それらすべてで彼の手を渡す、frostlingはゆっくりと彼の胸に対する拳に手を低下させ、彼の目を閉じます。短い休止の後、彼の目は、彼の仲間の後に開かれた巨大な境界飛出し。,,,quests,d_O7fIL6PYa0qi0CQZm28rYQ_p_2,3643,2,
Dialogs,hero_blademaster_name,"This is a powerful memory for something imprinted on such fragile material. It seems an expedition of survivors returned to the tower to right what had gone wrong. As the great Life Oak sets many roots, they must have resided on this level for a significant amount of time.",,これは、このような脆弱な材料に刻印何かのための強力なメモリです。これは、ゴーン間違っていたものを右にタワーに戻った生存者の遠征です。偉大な人生オークは多くの根を設定したように、彼らはかなりの時間のためにこのレベルに居住している必要があります。,,,quests,d_O82LWbsrNEeiqIzP7wHgDw_p_0,3644,,
Dialogs,hero_shieldguard_name,"A command center? Unfortunately, it seems their expedition failed.",,コマンドセンター？残念ながら、彼らの遠征が失敗したようです。,,,quests,d_O82LWbsrNEeiqIzP7wHgDw_p_1,3645,,
Dialogs,hero_marksman_name,Their loss might be our gain. Maybe they left some useful items or information behind.,,彼らの損失は、当社の利益であるかもしれません。おそらく彼らは、いくつかの便利なアイテムや情報の後ろを残しました。,,,quests,d_O82LWbsrNEeiqIzP7wHgDw_p_2,3646,,
Dialogs,,"As the decision to deal with the orc portal is reached, Kaela rushes before Kane, a look of dread in her eyes.",,オークポータルに対処するための意思決定に到達すると、カエラはケイン、彼女の目に恐怖の表情の前に突入します。,,,quests,d_o8BdEkjYC0ivF-zr1FhH1g_p_0,3647,2,
Dialogs,hero_shieldguard_name,"What is it, your Grace?",,それはあなたのグレース、何ですか？,,,quests,d_o8BdEkjYC0ivF-zr1FhH1g_p_1,3648,,
Dialogs,hero_engineer_name,"Do you not feel it? <style=""grey"">(turning to the group)</style> Don’t any of you feel it?",,あなたはそれを感じることはありませんか？ <スタイル=「グレー」>（グループに回す）</スタイル> Doが任意のあなたのそれを感じませんか？,,,quests,d_o8BdEkjYC0ivF-zr1FhH1g_p_2,3649,,
Dialogs,hero_mystic_name,Feel what exactly?,,まさに感じますか？,,,quests,d_o8BdEkjYC0ivF-zr1FhH1g_p_3,3650,,
Dialogs,hero_engineer_name,A will not your own… influencing your decision. One moment you were all at odds on whether to close this portal… then the strange pressure of an outside resolution settles among you… and the next moment you are all agreed on a single course of action.,,Aは自分のものでない...あなたの決定に影響を与えます。一つの瞬間、あなたは、このポータルを閉じてするかどうかのオッズでは、すべての...あなたの中の外側解像度落ち着くの奇妙な圧力...そして、あなたはすべてのアクションの単一のコースに合意されている次の瞬間でした。,,,quests,d_o8BdEkjYC0ivF-zr1FhH1g_p_4,3651,,
Dialogs,hero_marksman_name,"I felt no outside influence. Besides, we have to choose… and I for one am glad for the moments we can all agree on something.",,私は外部からの影響を感じません。加えて、我々は選択する必要があります...そして1のために私たちは、すべてが何かに同意することができます瞬間のために嬉しいです。,,,quests,d_o8BdEkjYC0ivF-zr1FhH1g_p_5,3652,,
Dialogs,hero_engineer_name,B-b-but… but…,,B-B-しかし...しかし...,,,quests,d_o8BdEkjYC0ivF-zr1FhH1g_p_6,3653,,
Dialogs,hero_runelord_name,"Perhaps as an Ancient, ma Lady, ye are more in tune with forces within this tower… but ah for one dinnae feel anything strange.",,おそらく、古代、MAレディとして、あなたがたはこのタワー内の勢力と調和してより多くのです...しかし、ああ1 dinnaeは奇妙な何かを感じるため。,,,quests,d_o8BdEkjYC0ivF-zr1FhH1g_p_7,3654,,
Dialogs,hero_blademaster_name,"Do you disagree with our decision on the portal, Patron?",,ポータル、パトロンに我々の決定に同意できないのですか？,,,quests,d_o8BdEkjYC0ivF-zr1FhH1g_p_8,3655,,
Dialogs,hero_engineer_name,"No, no it’s not that, it’s just--",,いや、いや、それはjust--だ、ということではありません,,,quests,d_o8BdEkjYC0ivF-zr1FhH1g_p_9,3656,,
Dialogs,hero_shieldguard_name,"We must pick and choose our battles, your Grace. Let us not quarrel over the nature of our agreements.",,私たちは、あなたの恵みを私たちの戦いを選択し、選択する必要があります。私たちは私たちの契約の性質上喧嘩ないようにしましょう。,,,quests,d_o8BdEkjYC0ivF-zr1FhH1g_p_10,3657,,
Dialogs,,"The power and influence you have over your champions is not to be taken lightly. You let the argument run its course. After some minutes, Kane gets between the two and flips a coin. Aeric wins the toss.",,パワーとあなたのチャンピオンを超える持っている影響は軽く取られるべきではありません。あなたは引数がそのコースを実行してみましょう。数分後、ケインは、両者の間に取得し、コインを反転します。 Aericはトスに勝ちました。,,,quests,d_o9ZsNeZFuU225BrDMxpX4A_p_0,3658,2,
Dialogs,,"Mech will not be deactivated and will continue to accompany your party. You are not sure whether he will be useful on lower levels, but you do not want to repay his usefulness with cold logic.",,メカは無効にされることはありませんし、あなたのパーティーに同行していきます。あなたは彼が低いレベルに有用であろうかどうかわからないが、あなたは冷たいロジックと彼の有用性を返済する必要はありません。,,,quests,d_oB4cN95PuUaJzCqOVL6bvA_p_0,3659,2,
Dialogs,hero_runelord_name,"Great! Mech, follow me and stay close. I will make sure no one touches your mechanisms.",,すごい！メカは、私に従うし、近くに滞在します。私は確かに誰があなたのメカニズムに触れないようになります。,,,quests,d_oB4cN95PuUaJzCqOVL6bvA_p_1,3660,,
Dialogs,hero_mystic_name,Yes. You will stay awake at all times? What if someone sneaks up at night and shuts it down?,,はい。あなたはすべての回で起きでしょうか？どのような誰かが夜とシャットダウンし、それを時まで潜入場合は？,,,quests,d_oB4cN95PuUaJzCqOVL6bvA_p_2,3661,,
Dialogs,hero_marksman_name,"Stop it, both of you. We made the decision.",,、あなたの両方を、それを停止します。我々は決断を下しました。,,,quests,d_oB4cN95PuUaJzCqOVL6bvA_p_3,3662,,
Dialogs,,"You focus your will on Kane, suggesting he listen to his companion.",,あなたはあなたの意志は、彼が彼の仲間に耳を傾ける示唆、ケインに焦点を当てます。,,,quests,d_OCBDvgAB3kCq_8XpWjaodA_p_0,3663,2,
Dialogs,hero_runelord_name,"Ah’d say this button labeled “start” is as good a place as any to, well… start.",,Ah'd「開始」と表示され、このボタンはいいとして、よく...開始するにはどのような場所であると言います。,,,quests,d_oCEyV6oKjkW3v46DsF8ATg_p_0,3664,,
Dialogs,,Press “start” button.,,ボタンを押し、「スタート」。,,,quests,d_oCEyV6oKjkW3v46DsF8ATg_choice_Play,3665,,
Dialogs,,Don’t touch the machinery.,,機械に触れないでください。,,,quests,d_oCEyV6oKjkW3v46DsF8ATg_choice_Leave,3666,,
Dialogs,,"A group of green-skinned creatures you’ve come to know as orcs appear before your party, but these orcs look quite peculiar… Their high-quality armor shows the symmetrical riveting of unified production. Pumps, lights and green vapor cells reveal the integration of technology.",,統一された生産の対称リベットを緑色の肌の生き物のグループは、あなたがオークはあなたのパーティーの前に現れると知って来ているが、これらのオークはかなり独特見て...彼らの高品質な鎧を示しています。ポンプ、ライト、緑の蒸気セルは、技術の統合を明らかにしました。,,,quests,d_ODEcSVXqOESJz2SJv0dwsQ_p_0,3667,2,
Dialogs,hero_mystic_name,"Their weapons are crude in appearance but similarly sophisticated in design, utilizing the same mechanisms as their armor. It is unlike anything you’ve yet seen. As the creatures near, they move in a disciplined fashion, far more so than the orcs before.",,彼らの武器は、彼らの鎧と同じメカニズムを利用し、設計に出現中の粗が、同様に洗練されています。それはあなたがまだ見てきたものとは違っています。近くの生き物のように、彼らははるかにそれほどまでにオークよりも、統制のとれた形で動きます。,,,quests,d_ODEcSVXqOESJz2SJv0dwsQ_p_9,3668,2,
Dialogs,,Rakhem heaves his axe onto his shoulder entering a combat ready stance.,,Rakhemは戦闘準備姿勢に入る彼の肩の上に斧を肺気腫。,,,quests,d_ODEcSVXqOESJz2SJv0dwsQ_p_1,3669,2,
Dialogs,hero_runelord_name,Orcs! Ah’d recognize them in any costume.,,オーク！どんな衣装でそれらを認識Ah'd。,,,quests,d_ODEcSVXqOESJz2SJv0dwsQ_p_2,3670,,
Dialogs,hero_shieldguard_name,Prepare to charge. Our movement will gain us the initiative.,,電荷に準備します。私たちの運動は、私たちに主導権を得ることができます。,,,quests,d_ODEcSVXqOESJz2SJv0dwsQ_p_3,3671,,
Dialogs,hero_blademaster_name,"Wait, King’s Champion… They may be orcs, but they are clearly not the same creatures as before. Should we not try and talk to them. Perhaps we can avoid bloodshed.",,、王のチャンピオンを待って...彼らはオークかもしれないが、彼らは明らかに以前と同じ生き物ではありません。我々は試してみて、彼らに話してはいけません。おそらく、我々は、流血を避けることができます。,,,quests,d_ODEcSVXqOESJz2SJv0dwsQ_p_4,3672,,
Dialogs,hero_engineer_name,"I don’t know, they don’t look very friendly.",,私は、彼らは非常に友好的に見ていない、知りません。,,,quests,d_ODEcSVXqOESJz2SJv0dwsQ_p_5,3673,,
Dialogs,hero_marksman_name,It would be nice to have an ally in here for once.,,かつてのために、ここで同盟国を持っていいだろう。,,,quests,d_ODEcSVXqOESJz2SJv0dwsQ_p_6,3674,,
Dialogs,hero_mystic_name,"Unlikely… <style=""grey"">(rolls her eyes then looks to Maeve suspiciously)</style> but, perhaps worth the gamble.",,そう... <スタイル=「グレー」>（彼女の目は、その後、不審メーヴに見えるロール）</スタイル>しかし、ギャンブルおそらく価値があります。,,,quests,d_ODEcSVXqOESJz2SJv0dwsQ_p_7,3675,,
Dialogs,hero_mystic_name,"Your champions sheathe their weapons. In an effort of diplomacy Kane holds out his hands and prepares his best non-threatening greeting. Before the shieldguard can utter a word, the orcs see the party and charge. They scream in orcish and hurl their weapons around them in a most aggressive manner.",,あなたのチャンピオンは彼らの武器をシースを。外交の努力ではケインは彼の手を保持し、彼の最高の非脅かす挨拶を準備します。 shieldguardは言葉を発することができます前に、オークは党と充電を参照してください。彼らは、オークに悲鳴と最も積極的な方法でそれらの周りに彼らの武器を投げます。,,,quests,d_ODEcSVXqOESJz2SJv0dwsQ_p_8,3676,2,
Dialogs,,"Kaela lunges toward her brother. Her robotic hand recoiled in a fist, prepared to strike a devastating blow. Proteus turns to face you, his face relaxed, his eyes unconcerned.",,カエラは彼女の兄に向かって突進します。拳で反跳彼女のロボットハンドは、壊滅的な打撃を打つために準備しました。プロテウスはあなたに直面することになります、彼の顔は彼の目無関心、リラックス。,,,quests,d_OifhgufsNk6UoZKp4guxYA_p_0,3677,2,
Dialogs,npc_daeva,"Yes and No. So you do believe, but that is not the truth. A blind man cannot be punished for not knowing that he steps over the edge of a cliff.<br>",,YesとNoだからあなたは信じていないが、それは真実ではありません。盲目の男は、彼が崖の端に、手順ことを知らないために処罰することはできません。<BR>,,,quests,d_OIMvRbBg0ka8QgrDViyhGg_p_0,3678,1,
Dialogs,npc_daeva,Yet his body will shatter on the rocks below nonetheless. Prove yourself now.,,しかし、彼の体はそれにもかかわらず、以下の岩の上に粉々になります。今、自分自身を証明します。,,,quests,d_OIMvRbBg0ka8QgrDViyhGg_p_1,3679,1,
Dialogs,,"Inside the databank room nearly identical ancient machines to the first databank room, buzz and hum. The machines are so similar in fact, they cause confusion among your champions.",,最初のデータバンクルーム、話題とハムのデータバンクルーム内にほぼ同じ古代の機械。マシンは実際には非常に似ている、彼らはあなたのチャンピオンの間で混乱が生じます。,,,quests,d_OjIMKxACN0KowACpyxi08A_p_0,3680,2,
Dialogs,hero_blademaster_name,My eyes deceive me… did we not enter this exact room earlier?,,私の目は私を欺く...我々は以前、この正確な部屋に入りませんでしたか？,,,quests,d_OjIMKxACN0KowACpyxi08A_p_1,3681,,
Dialogs,hero_runelord_name,"Aye, Friend Frojae, it’s a wicked trick indeed. Someone has repaired the machines with magic!",,エイ、友達Frojaeは、それは確かに邪悪なトリックです。誰かが魔法と機械を修理しています！,,,quests,d_OjIMKxACN0KowACpyxi08A_p_2,3682,,
Dialogs,hero_engineer_name,"No, Son of Rogheim, databank machines are often identical in nature. It makes repair and upgrading more efficient and helps the system work in balance. There was no magic used here, once we destroy these machines, there will be one final room to deal with.",,いいえ、Rogheimの息子は、データバンクマシンは、多くの場合、本質的に同じです。これは、修理やアップグレードをより効率的にかつバランスのシステムの作業を支援します。私たちはこれらのマシンを破壊した後、に対処するための1つの最終余地があるでしょう、ここで使用する魔法はありませんでした。,,,quests,d_OjIMKxACN0KowACpyxi08A_p_3,3683,,
Dialogs,,"After agreeing to shut down the facility, your champions draw their weapons prepared to wreak destruction upon the machinery. Before the first swing falls, Kalea rushes before the group, with her hand up to halt her companions.",,施設をシャットダウンすることに合意した後、あなたのチャンピオンは彼らの武器は機械時wreak破壊に準備描きます。最初のスイングが落ちる前に、Kaleaは彼女の仲間を停止する彼女の手を上にして、グループの前に突入します。,,,quests,d_-oK-VGTqrEiBP6RkOe38DA_p_0,3684,2,
Dialogs,hero_engineer_name,Wait. It’s not necessary to destroy all the equipment. A facility like this is governed by a single control module. All we need do is find it and disconnect it from the other equipment.,,待つ。これは、すべての機器を破壊する必要はありません。このような施設は、単一の制御モジュールによって支配されています。私たちが行う必要があるのは、それを見つけると、他の機器から外しています。,,,quests,d_-oK-VGTqrEiBP6RkOe38DA_p_1,3685,,
Dialogs,hero_engineer_name,"Following the ancient engineer’s advice, your champions locate and dismantle the control module. As an extra precaution, Rakhem takes a small component from it—Kaela calls a circuit board—and hands it to Maeve for safe keeping.",,古代の技術者の助言に続き、あなたのチャンピオンは、制御モジュールを探し、解体します。それは、カエラが安全に保管するためにメーヴに回路基板-と手それを呼び出すから余分な予防措置として、Rakhemは、小さな部品を取ります。,,,quests,d_-oK-VGTqrEiBP6RkOe38DA_p_2,3686,2,
Dialogs,,"Another group of strange orcs crosses the passage ahead of your champions. Without word, Kane and the others freeze. Marching in formation, the orcs cross the passage without turning to glance in your party’s direction.",,奇妙なオークの別のグループは、あなたのチャンピオンの通過先を横切ります。言葉もなく、ケインなどが凍結します。形成にマーチング、オークは、あなたのパーティーの方向に視線を回さずに通過を渡ります。,,,quests,d_oLjKUzbXyEG902On49ItDA_p_0,3687,2,
Dialogs,,"After they pass, Rakhem flips his axe up in the air and steps beneath it in a stunning display of martial proficiency. Poised to have the axe slip right into its place at the dwarf’s back, Whisper points ahead and sounds the alarm that the orcs have returned.",,彼らが通過した後、Rakhemは武道上達の見事なディスプレイで、その下に空気と段階的に斧を反転します。小人バックでその場所に斧スリップ権利を持つように態勢を整え、ウィスパーは、先にポイントとオークが戻ってきたことをアラームが鳴ります。,,,quests,d_oLjKUzbXyEG902On49ItDA_p_1,3688,2,
Dialogs,,"A gesture which causes Rakhem to flinch and drop his axe, sending out a loud clamor echoing through the tower halls. Two seconds later the entire group of orcs is charging toward your champions with weapons drawn.",,Rakhemは、タワーホールを通して響く大声で叫びを送り出す、斧を尻込みしてドロップする原因とジェスチャー。 2秒後にオークのグループ全体が描かれた武器を使用してチャンピオンに向かって充電されます。,,,quests,d_oLjKUzbXyEG902On49ItDA_p_2,3689,2,
Dialogs,hero_runelord_name,There's nae use in trying to fix this without proper tools.,,適切なツールなしでこの問題を解決しようとする中NAE使用があります。,,,quests,d_OMK0lfzIvEy_PwddVyNfAQ_p_0,3690,,
Dialogs,,"Your party stands before a much smaller stone fountain than the one in the main chamber. Simpler in design, tinted white, with no vegetation growing around it. The stone of the statue shows signs of extreme age, with numerous fractures and crumbling pieces. As Rakhem places his foot atop the edge it breaks off a large chunk, crushing it to dust underfoot.",,あなたのパーティーは、主チャンバ内のものよりはるかに小さい石の噴水の前に立っています。デザインのシンプルな、その周りに成長していない植物で、白着色。彫像の石は、多くの骨折や崩壊の作品との極端な年齢の兆しを示しています。 Rakhemがエッジの上に足を置くとして、それはほこりの足元にそれを破砕、大きな塊を打ち切ります。,,,quests,d_OnLGZyLbAUe2kC65PwcWZA_p_0,3691,2,
Dialogs,npc_mech,"Now approaching the chief engineer’s lab. The CE was responsible for many upgrades and improvements, there is a high likelihood of finding something of use here.",,今、チーフエンジニアの研究室に近づいて。 CEは、多くのアップグレードや改善を担当した、ここで使用の何かを見つけるの高い可能性があります。,,,quests,d_ONoFyU9De06UtdsRoB_sKA_p_0,3692,1,
Dialogs,,"As much as the party’s quarrel worries you, you let your champions decide their own fate. After a short time, they agree on a vote. The decision is to disable Mech and recover his power source.",,相手の喧嘩のように多くはあなたを心配したように、あなたのチャンピオンが自分の運命を決定しましょう。短い時間の後、彼らは投票に同意するものとします。決定は、メカを無効にして、彼の電源を回復することです。,,,quests,d_OO_fMYhVa02DhtLOPiq-3w_p_0,3693,2,
Dialogs,npc_voice_from_machine,"Welcome, First Magus Proteus. Current active session: third year post discovery. Accessing recorded voice files, one moment please.",,ようこそ、まずメイガスプロテウス。現在アクティブなセッション：三年後に発見。録音した音声ファイルへのアクセス、一瞬ください。,,,quests,d_OPG0zHAnEU2s_CecyD2rFg_p_0,3694,1,
